交易时间,交易状态,宗地号,土地位置,起始价,土地用途,土地面积,交易方式,交易类型,宗地,发布时间,交易状态,中标人/竞得人,成交价(元),保证金 (元),起始价 (元),竞价阶梯 (元),封顶价 (元),竞买申请截止时间,竞买人数,正文标题,公告期,挂牌开始时间,挂牌结束时间,宗地代码/地块宗地编号,宗地号,土地位置,土地用途,准入行业类别,土地面积/土地面积(平方米),建筑面积(平方米)/总建筑面积,土地使用年期/土地使用年限,土地发展建设现状,容积率,挂牌起始价(人民币万元),竞买(投标)保证金(人民币万元),土地使用年限(年),保证金截止时间,地址,电话,宗地号,土地面积,建筑面积,容积率,建筑覆盖率,建筑高度,用途,使用年限,区域,位置,绿地率,建筑楼层,竞买人,竞买出价(元),竞价时间,状态,正文标题,发布日期,宗地号,竞得人,中标人,位置,土地用途,土地面积,建筑面积,起始价,成交价,溢价率,综合楼面单价,公告编号,报名时间,爬取时间,爬取地址url,唯一标识,附件,
2018-12-28 15:00,已成交,H2018-0004,鲘门高铁站北片区,11560000,工业用地,19258.8,挂牌,土地出让,宗地：H2018-0004,2018-11-29,已成交,							深圳市深鹏达电网科技有限公司		,		11 560 000,			11 560 000	,		11 560 000,			500 000	,,			2018-12-27 16:30:00	,		一人竞买,深汕地交告〔2018〕3号,2018年11月29日起至2018年12月18日止,2018年12月19日,2018年12月28日15时,E2018-0010,,鹅埠创文路北侧,工业用地,,18910.6,,,,,1097,1097,,,汕尾市海丰县鹅埠镇深汕特别合作区政务服务中心大楼,0755-22108333转8351（深汕特别合作区发展规划和国土资源局）,H2018-0004,19 258.8㎡,57776.4平方米,                                                        	 2.5-3.0							,≤50.0,None,工业用地,50年,深汕特别合作区,鲘门高铁站北片区,None,None,深圳市深鹏达电网科技有限公司,11560000,2018-12-19 14:35:36,成交价,H2018-0004宗地出让结果,2018-12-28,H2018-0004,深圳市深鹏达电网科技有限公司,,鲘门高铁站北片区,工业用地,19258.8平方米,57776.4平方米,1 156万元,1 156万元,-,200.08元/平方米,,2018年11月29日起至2018年12月18日止,2020-05-13 17:12:16,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88B9FD2427DE053889E53644D45,13e510c5455da1293b876f17b97da56a,土地模块|公告.doc|通告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|开竣工保证金管理暂行办法.doc|
2018-12-28 15:00,已成交,E2018-0010,鹅埠创文路北侧,10970000,工业用地,18910.6,挂牌,土地出让,宗地：E2018-0010,2018-11-29,已成交,							深圳科诺桥科技股份有限公司		,		10 970 000,			10 970 000	,		10 970 000,			500 000	,,			2018-12-27 16:30:00	,		一人竞买,深汕地交告〔2018〕3号,2018年11月29日起至2018年12月18日止,2018年12月19日,2018年12月28日15时,H2018-0001,,鲘门高铁站北片区,二类居住用地,,16840,,,,,6198,6198,,,汕尾市海丰县鹅埠镇深汕特别合作区政务服务中心大楼,0755-22108333转8351（深汕特别合作区发展规划和国土资源局）,E2018-0010,18 910.6㎡,56731.8平方米,                                                        	 2.5-3.0							,≤50.0,None,工业用地,50年,深汕特别合作区,鹅埠创文路北侧,None,None,深圳科诺桥科技股份有限公司,10970000,2018-12-28 09:52:30,成交价,E2018-0010宗地出让结果,2018-12-28,E2018-0010,深圳科诺桥科技股份有限公司,,鹅埠创文路北侧,工业用地,18910.6平方米,56731.8平方米,1 097万元,1 097万元,-,193.37元/平方米,,2018年11月29日起至2018年12月18日止,2020-05-13 17:12:21,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88B9FCC427DE053889E53644D45,1fb08fadedfb419de4ab3676437a3944,土地模块|公告.doc|通告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|开竣工保证金管理暂行办法.doc|
2018-12-28 15:00,已成交,E2018-0010,鹅埠创文路北侧,10970000,工业用地,18910.6,挂牌,土地出让,宗地：E2018-0010,2018-11-29,已成交,							深圳科诺桥科技股份有限公司		,		10 970 000,			10 970 000	,		10 970 000,			500 000	,,			2018-12-27 16:30:00	,		一人竞买,深汕地交告〔2018〕3号,2018年11月29日起至2018年12月18日止,2018年12月19日,2018年12月28日15时,H2018-0003,,鲘门高铁站北片区,工业用地,,19124.7,,,,,1148,1148,,,汕尾市海丰县鹅埠镇深汕特别合作区政务服务中心大楼,0755-22108333转8351（深汕特别合作区发展规划和国土资源局）,E2018-0010,18 910.6㎡,56731.8平方米,                                                        	 2.5-3.0							,≤50.0,None,工业用地,50年,深汕特别合作区,鹅埠创文路北侧,None,None,深圳科诺桥科技股份有限公司,10970000,2018-12-28 09:52:30,成交价,E2018-0010宗地出让结果,2018-12-28,E2018-0010,深圳科诺桥科技股份有限公司,,鹅埠创文路北侧,工业用地,18910.6平方米,56731.8平方米,1 097万元,1 097万元,-,193.37元/平方米,,2018年11月29日起至2018年12月18日止,2020-05-13 17:12:21,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88B9FCC427DE053889E53644D45,1fb08fadedfb419de4ab3676437a3944,土地模块|公告.doc|通告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|开竣工保证金管理暂行办法.doc|
2018-12-28 15:00,已成交,E2018-0010,鹅埠创文路北侧,10970000,工业用地,18910.6,挂牌,土地出让,宗地：E2018-0010,2018-11-29,已成交,							深圳科诺桥科技股份有限公司		,		10 970 000,			10 970 000	,		10 970 000,			500 000	,,			2018-12-27 16:30:00	,		一人竞买,深汕地交告〔2018〕3号,2018年11月29日起至2018年12月18日止,2018年12月19日,2018年12月28日15时,H2018-0004,,鲘门高铁站北片区,工业用地,,19258.8,,,,,1156,1156,,,汕尾市海丰县鹅埠镇深汕特别合作区政务服务中心大楼,0755-22108333转8351（深汕特别合作区发展规划和国土资源局）,E2018-0010,18 910.6㎡,56731.8平方米,                                                        	 2.5-3.0							,≤50.0,None,工业用地,50年,深汕特别合作区,鹅埠创文路北侧,None,None,深圳科诺桥科技股份有限公司,10970000,2018-12-28 09:52:30,成交价,E2018-0010宗地出让结果,2018-12-28,E2018-0010,深圳科诺桥科技股份有限公司,,鹅埠创文路北侧,工业用地,18910.6平方米,56731.8平方米,1 097万元,1 097万元,-,193.37元/平方米,,2018年11月29日起至2018年12月18日止,2020-05-13 17:12:21,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88B9FCC427DE053889E53644D45,1fb08fadedfb419de4ab3676437a3944,土地模块|公告.doc|通告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|开竣工保证金管理暂行办法.doc|
2018-12-28 15:00,已成交,E2018-0010,鹅埠创文路北侧,10970000,工业用地,18910.6,挂牌,土地出让,宗地：E2018-0010,2018-11-29,已成交,							深圳科诺桥科技股份有限公司		,		10 970 000,			10 970 000	,		10 970 000,			500 000	,,			2018-12-27 16:30:00	,		一人竞买,深汕地交告〔2018〕3号,2018年11月29日起至2018年12月18日止,2018年12月19日,2018年12月28日15时,E2018-0010,,鹅埠创文路北侧,工业用地,,18910.6,,,,,1097,1097,,,汕尾市海丰县鹅埠镇深汕特别合作区政务服务中心大楼,0755-22108333转8351（深汕特别合作区发展规划和国土资源局）,E2018-0010,18 910.6㎡,56731.8平方米,                                                        	 2.5-3.0							,≤50.0,None,工业用地,50年,深汕特别合作区,鹅埠创文路北侧,None,None,深圳科诺桥科技股份有限公司,10970000,2018-12-28 09:52:30,成交价,E2018-0010宗地出让结果,2018-12-28,E2018-0010,深圳科诺桥科技股份有限公司,,鹅埠创文路北侧,工业用地,18910.6平方米,56731.8平方米,1 097万元,1 097万元,-,193.37元/平方米,,2018年11月29日起至2018年12月18日止,2020-05-13 17:12:21,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88B9FCC427DE053889E53644D45,1fb08fadedfb419de4ab3676437a3944,土地模块|公告.doc|通告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|开竣工保证金管理暂行办法.doc|
2019-02-22 15:00,已成交,A631-0112,光明区民生大道与田园路交汇处西北侧,54300000,工业用地,9588.27,挂牌,土地出让,宗地：A631-0112,2019-01-16,已成交,							深圳市元景投资开发有限责任公司		,		54 300 000,			10 860 000	,		54 300 000,			1 000 000	,		,			2019-02-21 16:30:00	,		一人竞买,,2019年1月16日至2019年2月12日,2019年2月13日,2019年2月22日15时, 440306201002GB00032,A631-0112,光明区民生大道与田园路交汇处西北侧,普通工业用地,,9588.27,,,,,,,,2019年2月21日16时30分,深圳市光明区观光路|深圳市光明区观光路|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）27406514|（0755）88211695|（0755）83785995,A631-0112,9 588.27㎡,38353.0平方米,                                                        	 							,None,None,工业用地,20年,光明区,光明区民生大道与田园路交汇处西北侧,None,None,深圳市元景投资开发有限责任公司,54300000,2019-02-22 14:03:03,成交价,A631-0112宗地出让结果,2019-02-22,A631-0112,深圳市元景投资开发有限责任公司,,光明区民生大道与田园路交汇处西北侧,工业用地,9588.27平方米,38353.0平方米,5 430万元,5 430万元,-,1415.8元/平方米,深土交告〔2019〕4号,2019年1月16日至2019年2月12日,2020-05-13 17:12:51,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA06B427DE053889E53644D45,b2a00c94a78f908077d6c601c1d88b1b,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|
2019-02-22 15:00,已成交,A631-0112,光明区民生大道与田园路交汇处西北侧,54300000,工业用地,9588.27,挂牌,土地出让,宗地：A631-0112,2019-01-16,已成交,							深圳市元景投资开发有限责任公司		,		54 300 000,			10 860 000	,		54 300 000,			1 000 000	,		,			2019-02-21 16:30:00	,		一人竞买,,2019年1月16日至2019年2月12日,2019年2月13日,2019年2月22日15时, 440306205001GB00517,A603-0390,光明区根玉路与田寮路交汇处东南侧,工业用地（新型产业用地）,,16043.61,,,,,,,,2019年2月21日16时30分,深圳市光明区观光路|深圳市光明区观光路|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）27406514|（0755）88211695|（0755）83785995,A631-0112,9 588.27㎡,38353.0平方米,                                                        	 							,None,None,工业用地,20年,光明区,光明区民生大道与田园路交汇处西北侧,None,None,深圳市元景投资开发有限责任公司,54300000,2019-02-22 14:03:03,成交价,A631-0112宗地出让结果,2019-02-22,A631-0112,深圳市元景投资开发有限责任公司,,光明区民生大道与田园路交汇处西北侧,工业用地,9588.27平方米,38353.0平方米,5 430万元,5 430万元,-,1415.8元/平方米,深土交告〔2019〕4号,2019年1月16日至2019年2月12日,2020-05-13 17:12:51,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA06B427DE053889E53644D45,b2a00c94a78f908077d6c601c1d88b1b,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|
2019-05-07 15:00,已成交,G14316-0113,坪山区丹碧路与聚青路交汇处东南角,11500000,工业用地,5053.95,挂牌,土地出让,宗地：G14316-0113,2019-04-02,已成交,							深圳市爱康生物科技有限公司		,		50 000 000,			2 300 000	,		11 500 000,			500 000	,,			2019-05-06 16:30:00	,		多人竞买,,2019年4月2日至2019年4月21日,2019年4月22日,2019年5月7日15时,   440307201011GB00306,G14316-0113,坪山区丹碧路与聚青路交汇处东南角,普通工业用地,《深圳市产业结构调整优化和产业导向目录（2016修订）》鼓励发展类中的A01生物产业,5053.95,,,,,,,,2019年5月6日16时30分,深圳市坪山区龙坪路6号|深圳市坪山区深汕公路333号区委区政府527室|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）28297972|（0755）84622752|（0755）83785995,G14316-0113,5 053.95㎡,15160.0平方米,                                                        	 3.0							,≤50.0,None,工业用地,20年,坪山区,坪山区丹碧路与聚青路交汇处东南角,None,None,深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司,50000000|49000000|48000000|47000000|46000000|45000000|44000000|43000000|42000000|41000000|40000000|39000000|38000000|37000000|36000000|35000000|34000000|33000000|32000000|31000000,2019-05-07 15:07:48|2019-05-07 15:07:39|2019-05-07 15:07:36|2019-05-07 15:07:33|2019-05-07 15:07:29|2019-05-07 15:07:25|2019-05-07 15:07:22|2019-05-07 15:07:18|2019-05-07 15:07:15|2019-05-07 15:07:11|2019-05-07 15:07:08|2019-05-07 15:07:06|2019-05-07 15:07:02|2019-05-07 15:06:59|2019-05-07 15:06:55|2019-05-07 15:06:51|2019-05-07 15:06:48|2019-05-07 15:06:42|2019-05-07 15:06:39|2019-05-07 15:06:35,成交价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价,G14316-0113宗地出让结果,2019-05-07,G14316-0113,深圳市爱康生物科技有限公司,,坪山区丹碧路与聚青路交汇处东南角,工业用地,5053.95平方米,15160.0平方米,1 150万元,5 000万元,334.78%,3298.15元/平方米,深土交告〔2019〕5号,2019年4月2日至2019年4月21日,2020-05-13 17:12:58,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA0D7427DE053889E53644D45,7ae3a96a3df5d0efbe04b4a733afdd7a,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|监管协议.doc|
2019-05-07 15:00,已成交,G14316-0113,坪山区丹碧路与聚青路交汇处东南角,11500000,工业用地,5053.95,挂牌,土地出让,宗地：G14316-0113,2019-04-02,已成交,							深圳市爱康生物科技有限公司		,		50 000 000,			2 300 000	,		11 500 000,			500 000	,,			2019-05-06 16:30:00	,		多人竞买,,2019年4月2日至2019年4月21日,2019年4月22日,2019年5月7日15时,   440307201011GB00307,G14316-0114,坪山区丹碧路与聚青路交汇处东南角,普通工业用地,《深圳市产业结构调整优化和产业导向目录（2016修订）》鼓励发展类中的A01生物产业,5100.48,,,,,,,,2019年5月6日16时30分,深圳市坪山区龙坪路6号|深圳市坪山区深汕公路333号区委区政府527室|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）28297972|（0755）84622752|（0755）83785995,G14316-0113,5 053.95㎡,15160.0平方米,                                                        	 3.0							,≤50.0,None,工业用地,20年,坪山区,坪山区丹碧路与聚青路交汇处东南角,None,None,深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司,50000000|49000000|48000000|47000000|46000000|45000000|44000000|43000000|42000000|41000000|40000000|39000000|38000000|37000000|36000000|35000000|34000000|33000000|32000000|31000000,2019-05-07 15:07:48|2019-05-07 15:07:39|2019-05-07 15:07:36|2019-05-07 15:07:33|2019-05-07 15:07:29|2019-05-07 15:07:25|2019-05-07 15:07:22|2019-05-07 15:07:18|2019-05-07 15:07:15|2019-05-07 15:07:11|2019-05-07 15:07:08|2019-05-07 15:07:06|2019-05-07 15:07:02|2019-05-07 15:06:59|2019-05-07 15:06:55|2019-05-07 15:06:51|2019-05-07 15:06:48|2019-05-07 15:06:42|2019-05-07 15:06:39|2019-05-07 15:06:35,成交价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价,G14316-0113宗地出让结果,2019-05-07,G14316-0113,深圳市爱康生物科技有限公司,,坪山区丹碧路与聚青路交汇处东南角,工业用地,5053.95平方米,15160.0平方米,1 150万元,5 000万元,334.78%,3298.15元/平方米,深土交告〔2019〕5号,2019年4月2日至2019年4月21日,2020-05-13 17:12:58,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA0D7427DE053889E53644D45,7ae3a96a3df5d0efbe04b4a733afdd7a,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|监管协议.doc|
2019-05-07 15:00,已成交,G14316-0113,坪山区丹碧路与聚青路交汇处东南角,11500000,工业用地,5053.95,挂牌,土地出让,宗地：G14316-0113,2019-04-02,已成交,							深圳市爱康生物科技有限公司		,		50 000 000,			2 300 000	,		11 500 000,			500 000	,,			2019-05-06 16:30:00	,		多人竞买,,2019年4月2日至2019年4月21日,2019年4月22日,2019年5月7日15时,   440307201011GB00305,G14304-0293,坪山区锦绣东路与临松路交汇处西南角,普通工业用地,《深圳市产业结构调整优化和产业导向目录（2016修订）》鼓励发展类中的A01生物产业,22006.45,,,,,,,,2019年5月6日16时30分,深圳市坪山区龙坪路6号|深圳市坪山区深汕公路333号区委区政府527室|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）28297972|（0755）84622752|（0755）83785995,G14316-0113,5 053.95㎡,15160.0平方米,                                                        	 3.0							,≤50.0,None,工业用地,20年,坪山区,坪山区丹碧路与聚青路交汇处东南角,None,None,深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司,50000000|49000000|48000000|47000000|46000000|45000000|44000000|43000000|42000000|41000000|40000000|39000000|38000000|37000000|36000000|35000000|34000000|33000000|32000000|31000000,2019-05-07 15:07:48|2019-05-07 15:07:39|2019-05-07 15:07:36|2019-05-07 15:07:33|2019-05-07 15:07:29|2019-05-07 15:07:25|2019-05-07 15:07:22|2019-05-07 15:07:18|2019-05-07 15:07:15|2019-05-07 15:07:11|2019-05-07 15:07:08|2019-05-07 15:07:06|2019-05-07 15:07:02|2019-05-07 15:06:59|2019-05-07 15:06:55|2019-05-07 15:06:51|2019-05-07 15:06:48|2019-05-07 15:06:42|2019-05-07 15:06:39|2019-05-07 15:06:35,成交价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价,G14316-0113宗地出让结果,2019-05-07,G14316-0113,深圳市爱康生物科技有限公司,,坪山区丹碧路与聚青路交汇处东南角,工业用地,5053.95平方米,15160.0平方米,1 150万元,5 000万元,334.78%,3298.15元/平方米,深土交告〔2019〕5号,2019年4月2日至2019年4月21日,2020-05-13 17:12:58,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA0D7427DE053889E53644D45,7ae3a96a3df5d0efbe04b4a733afdd7a,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|监管协议.doc|
2019-05-07 15:00,已成交,G14316-0114,坪山区丹碧路与聚青路交汇处东南角,11500000,工业用地,5100.48,挂牌,土地出让,宗地：G14316-0114,2019-04-02,已成交,							深圳市康泰健牙科器材有限公司		,		25 000 000,			2 300 000	,		11 500 000,			500 000	,,			2019-05-06 16:30:00	,		多人竞买,,2019年4月2日至2019年4月21日,2019年4月22日,2019年5月7日15时,   440307201011GB00306,G14316-0113,坪山区丹碧路与聚青路交汇处东南角,普通工业用地,《深圳市产业结构调整优化和产业导向目录（2016修订）》鼓励发展类中的A01生物产业,5053.95,,,,,,,,2019年5月6日16时30分,深圳市坪山区龙坪路6号|深圳市坪山区深汕公路333号区委区政府527室|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）28297972|（0755）84622752|（0755）83785995,G14316-0114,5 100.48㎡,15300.0平方米,                                                        	 3.0							,≤50.0,None,工业用地,20年,坪山区,坪山区丹碧路与聚青路交汇处东南角,None,None,深圳市康泰健牙科器材有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司,25000000|20000000|12000000|11500000,2019-05-07 15:12:24|2019-05-07 15:12:06|2019-04-23 15:49:22|2019-04-22 10:46:50,成交价|有效出价|有效出价|有效出价,G14316-0114宗地出让结果,2019-05-07,G14316-0114,深圳市康泰健牙科器材有限公司,,坪山区丹碧路与聚青路交汇处东南角,工业用地,5100.48平方米,15300.0平方米,1 150万元,2 500万元,117.39%,1633.99元/平方米,深土交告〔2019〕5号,2019年4月2日至2019年4月21日,2020-05-13 17:13:02,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA0E9427DE053889E53644D45,467aa604e768e287480ff5717e9303c8,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|监管协议.doc|
2019-05-07 15:00,已成交,G14316-0114,坪山区丹碧路与聚青路交汇处东南角,11500000,工业用地,5100.48,挂牌,土地出让,宗地：G14316-0114,2019-04-02,已成交,							深圳市康泰健牙科器材有限公司		,		25 000 000,			2 300 000	,		11 500 000,			500 000	,,			2019-05-06 16:30:00	,		多人竞买,,2019年4月2日至2019年4月21日,2019年4月22日,2019年5月7日15时,   440307201011GB00307,G14316-0114,坪山区丹碧路与聚青路交汇处东南角,普通工业用地,《深圳市产业结构调整优化和产业导向目录（2016修订）》鼓励发展类中的A01生物产业,5100.48,,,,,,,,2019年5月6日16时30分,深圳市坪山区龙坪路6号|深圳市坪山区深汕公路333号区委区政府527室|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）28297972|（0755）84622752|（0755）83785995,G14316-0114,5 100.48㎡,15300.0平方米,                                                        	 3.0							,≤50.0,None,工业用地,20年,坪山区,坪山区丹碧路与聚青路交汇处东南角,None,None,深圳市康泰健牙科器材有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司,25000000|20000000|12000000|11500000,2019-05-07 15:12:24|2019-05-07 15:12:06|2019-04-23 15:49:22|2019-04-22 10:46:50,成交价|有效出价|有效出价|有效出价,G14316-0114宗地出让结果,2019-05-07,G14316-0114,深圳市康泰健牙科器材有限公司,,坪山区丹碧路与聚青路交汇处东南角,工业用地,5100.48平方米,15300.0平方米,1 150万元,2 500万元,117.39%,1633.99元/平方米,深土交告〔2019〕5号,2019年4月2日至2019年4月21日,2020-05-13 17:13:02,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA0E9427DE053889E53644D45,467aa604e768e287480ff5717e9303c8,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|监管协议.doc|
2019-05-07 15:00,已成交,G14316-0114,坪山区丹碧路与聚青路交汇处东南角,11500000,工业用地,5100.48,挂牌,土地出让,宗地：G14316-0114,2019-04-02,已成交,							深圳市康泰健牙科器材有限公司		,		25 000 000,			2 300 000	,		11 500 000,			500 000	,,			2019-05-06 16:30:00	,		多人竞买,,2019年4月2日至2019年4月21日,2019年4月22日,2019年5月7日15时,   440307201011GB00305,G14304-0293,坪山区锦绣东路与临松路交汇处西南角,普通工业用地,《深圳市产业结构调整优化和产业导向目录（2016修订）》鼓励发展类中的A01生物产业,22006.45,,,,,,,,2019年5月6日16时30分,深圳市坪山区龙坪路6号|深圳市坪山区深汕公路333号区委区政府527室|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）28297972|（0755）84622752|（0755）83785995,G14316-0114,5 100.48㎡,15300.0平方米,                                                        	 3.0							,≤50.0,None,工业用地,20年,坪山区,坪山区丹碧路与聚青路交汇处东南角,None,None,深圳市康泰健牙科器材有限公司|深圳市国赛生物技术有限公司|深圳市爱康生物科技有限公司|深圳市国赛生物技术有限公司,25000000|20000000|12000000|11500000,2019-05-07 15:12:24|2019-05-07 15:12:06|2019-04-23 15:49:22|2019-04-22 10:46:50,成交价|有效出价|有效出价|有效出价,G14316-0114宗地出让结果,2019-05-07,G14316-0114,深圳市康泰健牙科器材有限公司,,坪山区丹碧路与聚青路交汇处东南角,工业用地,5100.48平方米,15300.0平方米,1 150万元,2 500万元,117.39%,1633.99元/平方米,深土交告〔2019〕5号,2019年4月2日至2019年4月21日,2020-05-13 17:13:02,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA0E9427DE053889E53644D45,467aa604e768e287480ff5717e9303c8,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|监管协议.doc|
2019-05-07 15:00,已成交,G14304-0293,坪山区锦绣东路与临松路交汇处西南角,51120000,工业用地,22006.45,挂牌,土地出让,宗地：G14304-0293,2019-04-02,已成交,							深圳市新产业生物医学工程股份有限公司		,		51 120 000,			10 230 000	,		51 120 000,			1 000 000	,,			2019-05-06 16:30:00	,		一人竞买,,2019年4月2日至2019年4月21日,2019年4月22日,2019年5月7日15时,   440307201011GB00306,G14316-0113,坪山区丹碧路与聚青路交汇处东南角,普通工业用地,《深圳市产业结构调整优化和产业导向目录（2016修订）》鼓励发展类中的A01生物产业,5053.95,,,,,,,,2019年5月6日16时30分,深圳市坪山区龙坪路6号|深圳市坪山区深汕公路333号区委区政府527室|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）28297972|（0755）84622752|（0755）83785995,G14304-0293,22 006.45㎡,88025.0平方米,                                                        	 4.0							,≤50.0,None,工业用地,20年,坪山区,坪山区锦绣东路与临松路交汇处西南角,None,None,深圳市新产业生物医学工程股份有限公司,51120000,2019-04-22 14:07:34,成交价,G14304-0293宗地出让结果,2019-05-07,G14304-0293,深圳市新产业生物医学工程股份有限公司,,坪山区锦绣东路与临松路交汇处西南角,工业用地,22006.45平方米,88025.0平方米,5 112万元,5 112万元,-,580.74元/平方米,深土交告〔2019〕5号,2019年4月2日至2019年4月21日,2020-05-13 17:13:06,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA0FB427DE053889E53644D45,69a5c5a1864f6f6d988136836a6f42b0,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|监管协议.doc|
