标题,来源,时间,行政区,电子监管号,项目名称,项目位置,面积,土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格,分期支付约定—支付期号,分期支付约定—约定支付日期,分期支付约定—约定支付金额,分期支付约定—备注,土地使用权人,约定容积率——下限,约定容积率——上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期,爬取地址url,唯一标识,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				西大街南、延陵街西,				0.593929,,				批发零售用地,				协议出让,,,,				4380.226,,,,,				河南兴业投资发展有限公司,,,,,,,,,				2014-12-01,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				刘砦路南、丰乐路西,				0.982452,,				其他普通商品住房用地,				协议出让,,,,				2249.687,,,,,				郑州嘉润置业有限公司,,,,,,,,,				2014-12-04,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				沙口路东、王府坟南街,				0.78383,,				仓储用地,				协议出让,,,,				468.0876,,,,,				河南省第一建筑工程集团有限责任公司,,,,,,,,,				2015-01-05,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				黄河路北、经七路东,				0.42461,,				商务金融用地,				协议出让,,,,				979.3205,,,,,				河南省第一建筑工程集团有限责任公司,,,,,,,,,				2015-01-05,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				政七街东、红专路北,				0.12805,,				商务金融用地,				协议出让,,,,				1508.05,,,,,				中国长城资产管理公司郑州办事处,,,,,,,,,				2015-01-09,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				黄河路北、铁西路西,				2.485985,,				工业用地,				协议出让,,,,				847.7209,,,,,				河南省兴达置业有限公司,,,,,,,,,				2015-01-14,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				福寿街东、大同路北,				0.028487,,				商务金融用地,				协议出让,,,,				276.95,,,,,				郑州国际经济技术合作集团有限公司,,,,,,,,,				2015-01-29,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				福寿街东、大同路北,				0.118541,,				住宿餐饮用地,				协议出让,,,,				1201.3,,,,,				郑州国际经济技术合作集团有限公司,,,,,,,,,				2015-01-29,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				桂圆路东、范庄南路北,				8.110332,,				工业用地,				协议出让,,,,				3423.47,,,,,				河南聚丰饲料科技有限公司,,,,,,,,,				2015-02-02,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				煤炭北街南、文化路西,				1.029945,,				科教用地,				协议出让,,,,				1655.33,,,,,				河南省煤炭科学研究院有限公司,,,,,,,,,				2015-02-12,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				北下街东、人民路南,				0.183585,,				其他商服用地,				协议出让,,,,				853.8538,,,,,				郑州中诚置业发展有限公司,,,,,,,,,				2015-04-12,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				二七区康复中街18号/号楼南单元,				0.004039,,				其他普通商品住房用地,				协议出让,,,,				24.08,,,,,				郑州银行股份有限公司,,,,,,,,,				2015-04-16,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				金水路南,				0.018272,,				商务金融用地,				协议出让,,,,				77.9,,,,,				郑州银行股份有限公司,,,,,,,,,				2015-04-17,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				东风路北、南阳路东,				0.003697,,				其他普通商品住房用地,				协议出让,,,,				19.49,,,,,				郑州银行股份有限公司,,,,,,,,,				2015-04-27,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				友爱路南、嵩山南路西,				0.00282,,				其他普通商品住房用地,				协议出让,,,,				22.3344,,,,,				郑州银行股份有限公司,,,,,,,,,				2015-04-28,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				郑密公路南、规划路西,				5.014681,,				工业用地,				协议出让,,,,				742.1,,,,,				河南正大制管有限公司,,,,,,,,,				2015-05-05,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				二七区民主路2号主楼1层,				0.005104,,				商务金融用地,				协议出让,,,,				63.39,,,,,				郑州银行股份有限公司,,,,,,,,,				2015-06-10,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				中原路南、前进路东,				0.210432,,				科教用地,				协议出让,,,,				149.4067,,,,,				机械工业第六设计研究院有限公司,,,,,,,,,				2015-06-23,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				中原路南、前进路东,				1.144206,,				科教用地,				协议出让,,,,				976.0077,,,,,				机械工业第六设计研究院有限公司,,,,,,,,,				2015-06-23,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				中州大道东、贾鲁河南,				28.87858,,				公共设施用地,				协议出让,,,,				12417.8,,,,,				郑州市污水净化有限公司,,,,,,,,,				2015-06-25,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				中州大道东、贾鲁河南,				1.680024,,				公共设施用地,				协议出让,,,,				730.8104,,,,,				郑州市污水净化有限公司,,,,,,,,,				2015-06-25,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				长椿路西、合欢街北,				3.138079,,				其他普通商品住房用地,				协议出让,,,,				4424.69,,,,,				郑州高新区梧桐办事处郭庄村村民委员会,,,,,,,,,				2015-06-26,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				五龙口路北、蓝天路西,				8.631992,,				公共设施用地,				协议出让,,,,				5377.731,,,,,				郑州市污水净化有限公司,,,,,,,,,				2015-06-30,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				五龙口南路北、蓝天路西,				2.168721,,				公共设施用地,				协议出让,,,,				1351.113,,,,,				郑州市污水净化有限公司,,,,,,,,,				2015-06-30,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				冉屯东路东、五龙口南路北,				9.773633,,				公共设施用地,				协议出让,,,,				6088.973,,,,,				郑州市污水净化有限公司,,,,,,,,,				2015-06-30,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				开元路北、文化路西,				1.346263,,				批发零售用地,				协议出让,,,,				8999.77,,,,,				河南能源化工集团龙城建设投资有限公司,,,,,,,,,				2015-07-08,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				贾鲁河南、迎宾东路西,				26.27806,,				公共设施用地,				协议出让,,,,				11325.84,,,,,				郑州市污水净化有限公司,,,,,,,,,				2015-07-13,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				郑峪路南、日照路东,				4.4202,,				公共设施用地,				协议出让,,,,				1821.122,,,,,				郑州市污水净化有限公司,,,,,,,,,				2015-07-13,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				南三环南、紫辰路东,				7.261689,,				公共设施用地,				协议出让,,,,				3108.003,,,,,				郑州市污水净化有限公司,,,,,,,,,				2015-07-13,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				郑邙公路西、古花公路北,				2.857924,,				仓储用地,				协议出让,,,,				1263.202,,,,,				中国石油天然气股份有限公司河南销售分公司,,,,,,,,,				2015-07-15,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				新城路北、天河路西,				16.70767,,				其他普通商品住房用地,				协议出让,,,,				61450.81,,,,,				河南明韬实业股份有限公司,,,,,,,,,				2015-07-21,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
